DiseaseName	PMID	Sentence index	The # of total tokens	Location of token
parkinson Disease	21728428	3	29	7
parkinson Disease	21726554	2	16	15
parkinson Disease	21726554	2	16	15
parkinson Disease	21726554	2	16	15
parkinson Disease	21726554	3	20	19
parkinson Disease	21726554	3	20	19
parkinson Disease	21726554	3	20	19
parkinson Disease	21726554	4	33	21
parkinson Disease	21726554	4	33	21
parkinson Disease	21726554	4	33	21
parkinson Disease	21726554	7	33	6
parkinson Disease	21726554	7	33	6
parkinson Disease	21726554	7	33	7
parkinson Disease	21726554	7	33	7
parkinson Disease	21726554	7	33	7
parkinson Disease	21726554	8	28	21
parkinson Disease	21726554	8	28	21
parkinson Disease	21726554	8	28	21
parkinson Disease	21726554	11	27	25
parkinson Disease	21726554	11	27	25
parkinson Disease	21726554	11	27	26
parkinson Disease	21726554	11	27	26
parkinson Disease	21726554	11	27	26
parkinson Disease	21725324	3	23	12
parkinson Disease	21725324	8	22	20
parkinson Disease	21725324	8	22	20
parkinson Disease	21725324	8	22	20
parkinson Disease	21725254	2	9	8
parkinson Disease	21725254	2	9	8
parkinson Disease	21725254	2	9	8
parkinson Disease	21725254	3	11	10
parkinson Disease	21725254	3	11	10
parkinson Disease	21725254	3	11	10
parkinson Disease	21725254	5	11	10
parkinson Disease	21725254	5	11	10
parkinson Disease	21725254	5	11	10
parkinson Disease	21725254	6	38	5
parkinson Disease	21725254	6	38	5
parkinson Disease	21725254	6	38	5
parkinson Disease	21725254	7	19	14
parkinson Disease	21725254	7	19	14
parkinson Disease	21725254	7	19	14
parkinson Disease	21725254	10	19	2
parkinson Disease	21725254	10	19	2
parkinson Disease	21725254	10	19	2
parkinson Disease	21725254	13	45	27
parkinson Disease	21725254	13	45	27
parkinson Disease	21725254	13	45	27
parkinson Disease	21725242	2	8	5
parkinson Disease	21725242	3	21	20
parkinson Disease	21725242	3	21	20
parkinson Disease	21725242	3	21	20
parkinson Disease	21725242	4	19	11
parkinson Disease	21725242	4	19	11
parkinson Disease	21725242	4	19	11
parkinson Disease	21725242	12	30	18
parkinson Disease	21725093	2	17	4
parkinson Disease	21724849	5	12	10
parkinson Disease	21724849	5	12	10
parkinson Disease	21724849	5	12	10
parkinson Disease	21724446	6	20	9
parkinson Disease	21724446	6	20	9
parkinson Disease	21724446	6	20	9
parkinson Disease	21724446	7	22	5
parkinson Disease	21724446	7	22	5
parkinson Disease	21724446	7	22	5
parkinson Disease	21724402	2	10	9
parkinson Disease	21724402	2	10	9
parkinson Disease	21724402	2	10	9
parkinson Disease	21724402	3	16	15
parkinson Disease	21724402	3	16	15
parkinson Disease	21724402	3	16	15
parkinson Disease	21724193	2	15	6
parkinson Disease	21724193	2	15	6
parkinson Disease	21724193	2	15	6
parkinson Disease	21724193	3	17	14
parkinson Disease	21724193	3	17	15
parkinson Disease	21724193	3	17	15
parkinson Disease	21724193	3	17	15
parkinson Disease	21724193	15	61	31
parkinson Disease	21723913	2	9	8
parkinson Disease	21723913	3	18	11
parkinson Disease	21723913	3	18	11
parkinson Disease	21723913	3	18	11
parkinson Disease	21723913	8	30	11
parkinson Disease	21723913	11	8	7
parkinson Disease	21723913	11	8	7
parkinson Disease	21723913	11	8	7
parkinson Disease	21723784	3	31	26
parkinson Disease	21723784	3	31	26
parkinson Disease	21723784	3	31	26
parkinson Disease	21723568	2	15	4
parkinson Disease	21723568	3	18	6
parkinson Disease	21723568	3	18	6
parkinson Disease	21723568	3	18	6
parkinson Disease	21722545	3	19	18
parkinson Disease	21722545	3	19	18
parkinson Disease	21722545	3	19	18
parkinson Disease	21722545	4	20	15
parkinson Disease	21721909	2	8	7
parkinson Disease	21721909	2	8	7
parkinson Disease	21721909	2	8	7
parkinson Disease	21721909	4	28	10
parkinson Disease	21721909	4	28	10
parkinson Disease	21721909	4	28	10
parkinson Disease	21721907	2	10	9
parkinson Disease	21721555	3	40	33
parkinson Disease	21721555	3	40	33
parkinson Disease	21721555	3	40	33
parkinson Disease	21721555	7	42	21
parkinson Disease	21721555	7	42	21
parkinson Disease	21721555	7	42	21
parkinson Disease	21720849	5	30	11
parkinson Disease	21720849	5	30	11
parkinson Disease	21720849	5	30	12
parkinson Disease	21720849	5	30	12
parkinson Disease	21720849	5	30	12
parkinson Disease	21719744	2	12	11
parkinson Disease	21719744	2	12	11
parkinson Disease	21719744	2	12	11
parkinson Disease	21719744	3	37	14
parkinson Disease	21719744	3	37	14
parkinson Disease	21719744	3	37	14
parkinson Disease	21719744	4	29	21
parkinson Disease	21719744	4	29	21
parkinson Disease	21719744	4	29	21
parkinson Disease	21719744	5	42	36
parkinson Disease	21719744	5	42	36
parkinson Disease	21719744	5	42	36
parkinson Disease	21719744	6	43	18
parkinson Disease	21719744	6	43	18
parkinson Disease	21719744	6	43	18
parkinson Disease	21719744	7	37	12
parkinson Disease	21719744	7	37	12
parkinson Disease	21719744	7	37	12
parkinson Disease	21719744	8	31	15
parkinson Disease	21719744	8	31	15
parkinson Disease	21719744	8	31	15
parkinson Disease	21719443	2	18	17
parkinson Disease	21719443	2	18	17
parkinson Disease	21719443	2	18	17
parkinson Disease	21719443	3	10	1
parkinson Disease	21719443	3	10	1
parkinson Disease	21719443	3	10	1
parkinson Disease	21719292	2	13	12
parkinson Disease	21719292	2	13	12
parkinson Disease	21719292	2	13	12
parkinson Disease	21719292	3	18	1
parkinson Disease	21719292	3	18	1
parkinson Disease	21719292	3	18	1
parkinson Disease	21718966	2	19	14
parkinson Disease	21718966	3	24	22
parkinson Disease	21718966	3	24	22
parkinson Disease	21718966	3	24	22
parkinson Disease	21718949	2	16	16
parkinson Disease	21718949	3	23	22
parkinson Disease	21718949	3	23	22
parkinson Disease	21718949	3	23	22
parkinson Disease	21718702	2	12	9
parkinson Disease	21718702	2	12	9
parkinson Disease	21718702	2	12	9
parkinson Disease	21718702	3	17	15
parkinson Disease	21718702	3	17	15
parkinson Disease	21718702	3	17	15
parkinson Disease	21716022	4	18	4
parkinson Disease	21716022	4	18	4
parkinson Disease	21716022	4	18	4
parkinson Disease	21715213	2	9	3
parkinson Disease	21715213	2	9	3
parkinson Disease	21715213	2	9	3
parkinson Disease	21715213	3	19	10
parkinson Disease	21715213	3	19	10
parkinson Disease	21715213	3	19	10
parkinson Disease	21715166	2	14	13
parkinson Disease	21715166	2	14	13
parkinson Disease	21715166	2	14	13
parkinson Disease	21715166	3	12	6
parkinson Disease	21715166	3	12	6
parkinson Disease	21715166	3	12	6
parkinson Disease	21715166	6	16	8
parkinson Disease	21715166	6	16	8
parkinson Disease	21715166	6	16	8
parkinson Disease	21714071	2	6	5
parkinson Disease	21714071	2	6	5
parkinson Disease	21714071	2	6	5
parkinson Disease	21714071	3	12	10
parkinson Disease	21714071	3	12	10
parkinson Disease	21714071	3	12	10
parkinson Disease	21714009	2	15	10
parkinson Disease	21714009	3	32	14
parkinson Disease	21714009	3	32	14
parkinson Disease	21714009	3	32	14
parkinson Disease	21714009	4	22	19
parkinson Disease	21714009	5	12	6
parkinson Disease	21714009	5	12	6
parkinson Disease	21714009	5	12	6
parkinson Disease	21714009	7	28	6
parkinson Disease	21714009	7	28	6
parkinson Disease	21714009	7	28	6
parkinson Disease	21714009	8	21	4
parkinson Disease	21714009	9	18	3
parkinson Disease	21714009	9	18	3
parkinson Disease	21714009	9	18	3
parkinson Disease	21714003	2	8	7
parkinson Disease	21714003	2	8	7
parkinson Disease	21714003	2	8	7
parkinson Disease	21712955	4	18	16
parkinson Disease	21712955	4	18	16
parkinson Disease	21712955	4	18	16
parkinson Disease	21712955	13	33	18
parkinson Disease	21712955	13	33	18
parkinson Disease	21712955	13	33	18
parkinson Disease	21712347	2	13	12
parkinson Disease	21712347	2	13	12
parkinson Disease	21712347	2	13	12
parkinson Disease	21712347	3	21	20
parkinson Disease	21712347	3	21	20
parkinson Disease	21712347	3	21	20
parkinson Disease	21712347	8	21	20
parkinson Disease	21712347	8	21	20
parkinson Disease	21712347	8	21	20
parkinson Disease	21712347	10	32	31
parkinson Disease	21712347	10	32	31
parkinson Disease	21712347	10	32	31
parkinson Disease	21712347	11	58	23
parkinson Disease	21709601	2	20	19
parkinson Disease	21709601	2	20	19
parkinson Disease	21709601	2	20	19
parkinson Disease	21709601	3	11	9
parkinson Disease	21709601	3	11	9
parkinson Disease	21709601	3	11	9
parkinson Disease	21709594	5	25	24
parkinson Disease	21709594	5	25	24
parkinson Disease	21709594	5	25	24
parkinson Disease	21709594	6	11	5
parkinson Disease	21709594	6	11	5
parkinson Disease	21709594	6	11	5
parkinson Disease	21709594	13	21	20
parkinson Disease	21709594	13	21	20
parkinson Disease	21709594	13	21	20
parkinson Disease	21709584	6	29	18
parkinson Disease	21709584	6	29	18
parkinson Disease	21709584	6	29	18
parkinson Disease	21708898	2	10	9
parkinson Disease	21708898	2	10	9
parkinson Disease	21708898	2	10	9
parkinson Disease	21708388	2	10	9
parkinson Disease	21708388	2	10	9
parkinson Disease	21708388	2	10	9
parkinson Disease	21708388	3	19	7
parkinson Disease	21708388	3	19	7
parkinson Disease	21708388	3	19	7
parkinson Disease	21708261	3	15	10
parkinson Disease	21708261	3	15	10
parkinson Disease	21708261	3	15	10
parkinson Disease	21707858	2	10	9
parkinson Disease	21707858	2	10	9
parkinson Disease	21707858	2	10	9
parkinson Disease	21707858	4	27	11
parkinson Disease	21707858	4	27	11
parkinson Disease	21707858	4	27	11
parkinson Disease	21707858	7	24	12
parkinson Disease	21707858	7	24	12
parkinson Disease	21707858	7	24	12
parkinson Disease	21706828	2	17	14
parkinson Disease	21706828	2	17	14
parkinson Disease	21706828	2	17	14
parkinson Disease	21706828	3	9	3
parkinson Disease	21706828	3	9	3
parkinson Disease	21706828	3	9	3
parkinson Disease	21706376	2	17	12
parkinson Disease	21706376	2	17	12
parkinson Disease	21706376	2	17	12
parkinson Disease	21706376	3	22	20
parkinson Disease	21706376	3	22	20
parkinson Disease	21706376	3	22	20
parkinson Disease	21705259	2	12	8
parkinson Disease	21705259	3	11	8
parkinson Disease	21705259	3	11	8
parkinson Disease	21705259	3	11	8
parkinson Disease	21705162	2	13	9
parkinson Disease	21705162	3	19	9
parkinson Disease	21705162	3	19	9
parkinson Disease	21705162	3	19	9
parkinson Disease	21705027	2	13	7
parkinson Disease	21705027	3	26	14
parkinson Disease	21705027	3	26	14
parkinson Disease	21705027	3	26	14
parkinson Disease	21705023	2	9	8
parkinson Disease	21705023	2	9	8
parkinson Disease	21705023	2	9	8
parkinson Disease	21705023	3	25	1
parkinson Disease	21705023	3	25	1
parkinson Disease	21705023	3	25	1
parkinson Disease	21705022	2	10	9
parkinson Disease	21705022	2	10	9
parkinson Disease	21705022	2	10	9
parkinson Disease	21705022	3	34	10
parkinson Disease	21705022	3	34	10
parkinson Disease	21705022	3	34	10
parkinson Disease	21705020	2	6	5
parkinson Disease	21705020	2	6	5
parkinson Disease	21705020	2	6	5
parkinson Disease	21705020	11	15	13
parkinson Disease	21705020	11	15	13
parkinson Disease	21705020	11	15	13
parkinson Disease	21704798	2	11	10
parkinson Disease	21704798	2	11	10
parkinson Disease	21704798	2	11	10
parkinson Disease	21704798	3	40	17
parkinson Disease	21704798	3	40	17
parkinson Disease	21704798	3	40	17
parkinson Disease	21704798	11	25	9
parkinson Disease	21704798	11	25	9
parkinson Disease	21704798	11	25	9
parkinson Disease	21704797	2	15	14
parkinson Disease	21704797	2	15	14
parkinson Disease	21704797	2	15	14
parkinson Disease	21704797	3	35	16
parkinson Disease	21704797	3	35	16
parkinson Disease	21704797	3	35	16
parkinson Disease	21704797	5	6	2
parkinson Disease	21704797	9	41	23
parkinson Disease	21704797	9	41	23
parkinson Disease	21704797	9	41	23
parkinson Disease	21704673	3	30	8
parkinson Disease	21704673	3	30	8
parkinson Disease	21704673	3	30	8
parkinson Disease	21704337	2	18	6
parkinson Disease	21704337	3	16	1
parkinson Disease	21704337	3	16	1
parkinson Disease	21704337	3	16	1
parkinson Disease	21704161	2	25	24
parkinson Disease	21704161	2	25	24
parkinson Disease	21704161	2	25	24
parkinson Disease	21704161	3	42	23
parkinson Disease	21704161	3	42	23
parkinson Disease	21704161	3	42	23
parkinson Disease	21704125	2	17	4
parkinson Disease	21704125	3	28	11
parkinson Disease	21704125	3	28	11
parkinson Disease	21704125	3	28	11
parkinson Disease	21703827	2	15	14
parkinson Disease	21703827	2	15	14
parkinson Disease	21703827	2	15	14
parkinson Disease	21703827	3	37	27
parkinson Disease	21703827	3	37	27
parkinson Disease	21703827	3	37	27
parkinson Disease	21703827	3	37	36
parkinson Disease	21703262	3	14	8
parkinson Disease	21703262	3	14	8
parkinson Disease	21703262	3	14	8
parkinson Disease	21701815	2	20	13
parkinson Disease	21701815	2	20	13
parkinson Disease	21701815	2	20	13
parkinson Disease	21701815	4	16	15
parkinson Disease	21701815	4	16	15
parkinson Disease	21701815	4	16	15
parkinson Disease	21701785	2	17	8
parkinson Disease	21701785	2	17	8
parkinson Disease	21701785	2	17	8
parkinson Disease	21701785	3	23	21
parkinson Disease	21701785	3	23	21
parkinson Disease	21701785	3	23	21
parkinson Disease	21700495	2	14	12
parkinson Disease	21700495	2	14	12
parkinson Disease	21700495	2	14	12
parkinson Disease	21700495	3	20	18
parkinson Disease	21700495	3	20	18
parkinson Disease	21700495	3	20	18
parkinson Disease	21699982	2	13	12
parkinson Disease	21699982	2	13	12
parkinson Disease	21699982	2	13	12
parkinson Disease	21699982	3	18	17
parkinson Disease	21699982	3	18	17
parkinson Disease	21699982	3	18	17
parkinson Disease	21699711	4	31	15
parkinson Disease	21699711	4	31	15
parkinson Disease	21699711	4	31	15
parkinson Disease	21699711	6	20	19
parkinson Disease	21699711	6	20	19
parkinson Disease	21699711	6	20	19
parkinson Disease	21699627	2	14	13
parkinson Disease	21699627	2	14	13
parkinson Disease	21699627	2	14	13
parkinson Disease	21699627	3	33	17
parkinson Disease	21699627	3	33	17
parkinson Disease	21699627	3	33	17
parkinson Disease	21699489	2	13	12
parkinson Disease	21699489	2	13	12
parkinson Disease	21699489	2	13	12
parkinson Disease	21699489	7	29	23
parkinson Disease	21699489	7	29	23
parkinson Disease	21699489	7	29	23
parkinson Disease	21699482	3	28	19
parkinson Disease	21698001	3	10	1
parkinson Disease	21698001	3	10	1
parkinson Disease	21698001	3	10	1
parkinson Disease	21697709	2	11	10
parkinson Disease	21697709	2	11	10
parkinson Disease	21697709	2	11	10
parkinson Disease	21697709	3	20	16
parkinson Disease	21697709	3	20	16
parkinson Disease	21697709	3	20	16
parkinson Disease	21696777	2	5	4
parkinson Disease	21696777	2	5	4
parkinson Disease	21696777	2	5	4
parkinson Disease	21696777	3	22	9
parkinson Disease	21696777	3	22	9
parkinson Disease	21696777	3	22	9
parkinson Disease	21696416	2	17	16
parkinson Disease	21696416	2	17	16
parkinson Disease	21696416	2	17	16
parkinson Disease	21696416	3	30	14
parkinson Disease	21696416	3	30	14
parkinson Disease	21696416	3	30	14
parkinson Disease	21696411	2	15	8
parkinson Disease	21696411	2	15	8
parkinson Disease	21696411	2	15	8
parkinson Disease	21696411	3	21	19
parkinson Disease	21696411	3	21	19
parkinson Disease	21696411	3	21	19
parkinson Disease	21696087	2	12	11
parkinson Disease	21696087	2	12	11
parkinson Disease	21696087	2	12	11
parkinson Disease	21696087	3	17	7
parkinson Disease	21696087	16	10	7
parkinson Disease	21696087	16	10	7
parkinson Disease	21696087	16	10	7
parkinson Disease	21695419	2	12	8
parkinson Disease	21695419	3	14	12
parkinson Disease	21695419	3	14	12
parkinson Disease	21695419	3	14	12
parkinson Disease	21694720	3	20	19
parkinson Disease	21694720	3	20	19
parkinson Disease	21694720	3	20	19
parkinson Disease	21694720	9	21	12
parkinson Disease	21693708	3	27	15
parkinson Disease	21693708	10	44	43
parkinson Disease	21693708	10	44	43
parkinson Disease	21693708	10	44	43
parkinson Disease	21693556	10	25	14
parkinson Disease	21693556	10	25	14
parkinson Disease	21693556	10	25	14
parkinson Disease	21693148	2	13	1
parkinson Disease	21693148	3	25	24
parkinson Disease	21693148	3	25	24
parkinson Disease	21693148	3	25	24
parkinson Disease	21693148	9	16	5
parkinson Disease	21693148	10	12	3
parkinson Disease	21693148	12	14	13
parkinson Disease	21693148	12	14	13
parkinson Disease	21693148	12	14	13
parkinson Disease	21693054	2	11	10
parkinson Disease	21693054	2	11	10
parkinson Disease	21693054	2	11	10
parkinson Disease	21693054	3	17	3
parkinson Disease	21693054	3	17	3
parkinson Disease	21693054	3	17	3
parkinson Disease	21693054	13	39	21
parkinson Disease	21693054	13	39	21
parkinson Disease	21693054	13	39	21
parkinson Disease	21692754	2	10	7
parkinson Disease	21692754	4	10	7
parkinson Disease	21692754	7	17	11
parkinson Disease	21692754	7	17	11
parkinson Disease	21692754	7	17	11
parkinson Disease	21692648	2	14	13
parkinson Disease	21692648	2	14	13
parkinson Disease	21692648	2	14	13
parkinson Disease	21692648	3	22	20
parkinson Disease	21692648	3	22	20
parkinson Disease	21692648	3	22	20
parkinson Disease	21692295	2	22	21
parkinson Disease	21692295	3	15	13
parkinson Disease	21692295	3	15	13
parkinson Disease	21692295	3	15	13
parkinson Disease	21691332	2	5	1
parkinson Disease	21691241	2	15	11
parkinson Disease	21691241	2	15	11
parkinson Disease	21691241	2	15	11
parkinson Disease	21691241	3	30	1
parkinson Disease	21691241	3	30	1
parkinson Disease	21691241	3	30	1
parkinson Disease	21691241	6	36	18
parkinson Disease	21691241	6	36	18
parkinson Disease	21691241	6	36	18
parkinson Disease	21691241	7	103	66
parkinson Disease	21691241	7	103	66
parkinson Disease	21691241	7	103	66
parkinson Disease	21690031	2	10	5
parkinson Disease	21690031	2	10	5
parkinson Disease	21690031	2	10	5
parkinson Disease	21690031	3	11	5
parkinson Disease	21690031	3	11	5
parkinson Disease	21690031	3	11	5
parkinson Disease	21690031	7	31	23
parkinson Disease	21690031	7	31	23
parkinson Disease	21690031	7	31	23
parkinson Disease	21690031	9	34	18
parkinson Disease	21690031	11	24	23
parkinson Disease	21690031	11	24	23
parkinson Disease	21690031	11	24	23
parkinson Disease	21689963	2	8	7
parkinson Disease	21689963	2	8	7
parkinson Disease	21689963	2	8	7
parkinson Disease	21689963	3	18	1
parkinson Disease	21689963	3	18	1
parkinson Disease	21689963	3	18	1
parkinson Disease	21689962	2	14	10
parkinson Disease	21689962	2	14	10
parkinson Disease	21689962	2	14	10
parkinson Disease	21689962	3	20	4
parkinson Disease	21689962	3	20	4
parkinson Disease	21689962	3	20	4
parkinson Disease	21689962	5	26	16
parkinson Disease	21689962	5	26	16
parkinson Disease	21689962	5	26	16
parkinson Disease	21689832	2	14	6
parkinson Disease	21689832	2	14	6
parkinson Disease	21689832	2	14	6
parkinson Disease	21689832	3	38	36
parkinson Disease	21689832	3	38	36
parkinson Disease	21689832	3	38	36
parkinson Disease	21689829	2	11	6
parkinson Disease	21689829	4	44	19
parkinson Disease	21689829	4	44	19
parkinson Disease	21689829	4	44	19
parkinson Disease	21689676	2	16	9
parkinson Disease	21689676	2	16	9
parkinson Disease	21689676	2	16	9
parkinson Disease	21689676	9	39	2
parkinson Disease	21689676	9	39	2
parkinson Disease	21689676	9	39	2
parkinson Disease	21689433	2	10	9
parkinson Disease	21689433	2	10	9
parkinson Disease	21689433	2	10	9
parkinson Disease	21689433	3	21	1
parkinson Disease	21689433	3	21	1
parkinson Disease	21689433	3	21	1
parkinson Disease	21689433	9	20	17
parkinson Disease	21689433	10	32	10
parkinson Disease	21689433	10	32	10
parkinson Disease	21689433	10	32	10
parkinson Disease	21687764	2	11	10
parkinson Disease	21687764	2	11	10
parkinson Disease	21687764	2	11	10
parkinson Disease	21687764	3	22	20
parkinson Disease	21687764	3	22	20
parkinson Disease	21687764	3	22	20
parkinson Disease	21687764	7	31	9
parkinson Disease	21687764	7	31	9
parkinson Disease	21687764	7	31	9
parkinson Disease	21687757	2	15	14
parkinson Disease	21687757	2	15	14
parkinson Disease	21687757	2	15	14
parkinson Disease	21687757	3	19	9
parkinson Disease	21687757	3	19	9
parkinson Disease	21687757	3	19	9
parkinson Disease	21687757	5	32	7
parkinson Disease	21686180	4	19	12
parkinson Disease	21686180	7	39	30
parkinson Disease	21685825	6	21	13
parkinson Disease	21685825	6	21	13
parkinson Disease	21685825	6	21	13
parkinson Disease	21685805	2	11	10
parkinson Disease	21685805	2	11	10
parkinson Disease	21685805	2	11	10
parkinson Disease	21685805	4	17	15
parkinson Disease	21685805	4	17	15
parkinson Disease	21685805	4	17	15
parkinson Disease	21685323	2	17	16
parkinson Disease	21685323	2	17	16
parkinson Disease	21685323	2	17	16
parkinson Disease	21685323	3	24	23
parkinson Disease	21685323	3	24	23
parkinson Disease	21685323	3	24	23
parkinson Disease	21685323	9	31	25
parkinson Disease	21685323	9	31	25
parkinson Disease	21685323	9	31	25
parkinson Disease	21684679	2	13	9
parkinson Disease	21684679	3	14	1
parkinson Disease	21684679	3	14	1
parkinson Disease	21684679	3	14	1
parkinson Disease	21684552	2	13	8
parkinson Disease	21684552	3	27	12
parkinson Disease	21684552	3	27	12
parkinson Disease	21684552	3	27	12
parkinson Disease	21684335	2	7	2
parkinson Disease	21684335	2	7	2
parkinson Disease	21684335	2	7	2
parkinson Disease	21684335	3	30	24
parkinson Disease	21684335	3	30	24
parkinson Disease	21684335	3	30	24
parkinson Disease	21684266	10	31	30
parkinson Disease	21684266	10	31	30
parkinson Disease	21684266	10	31	30
parkinson Disease	21683964	2	8	3
parkinson Disease	21683964	4	46	12
parkinson Disease	21683964	4	46	12
parkinson Disease	21683964	4	46	12
parkinson Disease	21683963	2	11	6
parkinson Disease	21683963	2	11	6
parkinson Disease	21683963	2	11	6
parkinson Disease	21683963	3	19	1
parkinson Disease	21683963	3	19	1
parkinson Disease	21683963	3	19	1
parkinson Disease	21683700	2	17	16
parkinson Disease	21683700	2	17	16
parkinson Disease	21683700	2	17	16
parkinson Disease	21683700	3	19	17
parkinson Disease	21683700	3	19	17
parkinson Disease	21683700	3	19	17
parkinson Disease	21683375	2	11	6
parkinson Disease	21683375	3	27	13
parkinson Disease	21683375	3	27	13
parkinson Disease	21683375	3	27	13
parkinson Disease	21683120	2	11	10
parkinson Disease	21683120	2	11	10
parkinson Disease	21683120	2	11	10
parkinson Disease	21683120	3	8	1
parkinson Disease	21683120	3	8	1
parkinson Disease	21683120	3	8	1
parkinson Disease	21682904	3	10	5
parkinson Disease	21682904	3	10	5
parkinson Disease	21682904	3	10	5
parkinson Disease	21682352	2	14	7
parkinson Disease	21682352	3	37	16
parkinson Disease	21682352	3	37	16
parkinson Disease	21682352	3	37	17
parkinson Disease	21682352	3	37	17
parkinson Disease	21682352	3	37	17
parkinson Disease	21681795	2	7	6
parkinson Disease	21681795	2	7	6
parkinson Disease	21681795	2	7	6
parkinson Disease	21681795	3	53	13
parkinson Disease	21681795	3	53	13
parkinson Disease	21681795	3	53	13
parkinson Disease	21679972	2	9	8
parkinson Disease	21679972	2	9	8
parkinson Disease	21679972	2	9	8
parkinson Disease	21679972	3	24	22
parkinson Disease	21679972	3	24	22
parkinson Disease	21679972	3	24	22
parkinson Disease	21679126	2	9	2
parkinson Disease	21679126	3	20	19
parkinson Disease	21679126	3	20	19
parkinson Disease	21679126	3	20	19
parkinson Disease	21679126	7	25	24
parkinson Disease	21679126	7	25	24
parkinson Disease	21679126	7	25	24
parkinson Disease	21679108	2	8	3
parkinson Disease	21677446	2	15	4
parkinson Disease	21677446	2	15	4
parkinson Disease	21677446	2	15	4
parkinson Disease	21677446	3	16	14
parkinson Disease	21677446	3	16	14
parkinson Disease	21677446	3	16	14
parkinson Disease	21677249	2	20	8
parkinson Disease	21677249	2	20	8
parkinson Disease	21677249	2	20	8
parkinson Disease	21677223	2	5	2
parkinson Disease	21676990	2	11	6
parkinson Disease	21676990	3	17	8
parkinson Disease	21676990	5	35	9
parkinson Disease	21676990	5	35	9
parkinson Disease	21676990	5	35	9
parkinson Disease	21676990	8	18	11
parkinson Disease	21676990	8	18	11
parkinson Disease	21676990	8	18	11
parkinson Disease	21676990	12	25	22
parkinson Disease	21676990	12	25	22
parkinson Disease	21676990	12	25	22
parkinson Disease	21676990	14	14	13
parkinson Disease	21676990	14	14	13
parkinson Disease	21676990	14	14	13
parkinson Disease	21676605	3	37	16
parkinson Disease	21676605	3	37	16
parkinson Disease	21676605	3	37	16
parkinson Disease	21676337	2	8	7
parkinson Disease	21676337	2	8	7
parkinson Disease	21676337	2	8	7
parkinson Disease	21676337	3	10	1
parkinson Disease	21676337	3	10	1
parkinson Disease	21676337	3	10	1
parkinson Disease	21676288	4	39	23
parkinson Disease	21674693	2	12	8
parkinson Disease	21674693	2	12	8
parkinson Disease	21674693	2	12	8
parkinson Disease	21674693	3	19	1
parkinson Disease	21674693	3	19	1
parkinson Disease	21674693	3	19	1
parkinson Disease	21674642	2	9	8
parkinson Disease	21674642	2	9	8
parkinson Disease	21674642	2	9	8
parkinson Disease	21674642	3	37	1
parkinson Disease	21674642	3	37	1
parkinson Disease	21674642	3	37	1
parkinson Disease	21674624	2	16	5
parkinson Disease	21674624	3	28	27
parkinson Disease	21674624	3	28	27
parkinson Disease	21674624	3	28	27
parkinson Disease	21674624	8	16	15
parkinson Disease	21674624	8	16	15
parkinson Disease	21674624	8	16	15
parkinson Disease	21674622	2	13	12
parkinson Disease	21674622	2	13	12
parkinson Disease	21674622	2	13	12
parkinson Disease	21674622	3	18	17
parkinson Disease	21674622	3	18	17
parkinson Disease	21674622	3	18	17
parkinson Disease	21674622	13	28	15
parkinson Disease	21674622	13	28	15
parkinson Disease	21674622	13	28	15
parkinson Disease	21674238	3	25	1
parkinson Disease	21674238	3	25	1
parkinson Disease	21674238	3	25	1
parkinson Disease	21672695	2	9	4
parkinson Disease	21672695	3	34	12
parkinson Disease	21672695	3	34	12
parkinson Disease	21672695	3	34	12
parkinson Disease	21672674	2	17	16
parkinson Disease	21672674	2	17	16
parkinson Disease	21672674	2	17	16
parkinson Disease	21672674	3	14	12
parkinson Disease	21672674	3	14	12
parkinson Disease	21672674	3	14	12
parkinson Disease	21672576	4	32	22
parkinson Disease	21672576	4	32	22
parkinson Disease	21672576	4	32	22
parkinson Disease	21672570	2	14	13
parkinson Disease	21672570	2	14	13
parkinson Disease	21672570	2	14	13
parkinson Disease	21672570	3	20	13
parkinson Disease	21672570	3	20	13
parkinson Disease	21672570	3	20	13
parkinson Disease	21672073	4	45	18
parkinson Disease	21672073	4	45	18
parkinson Disease	21672073	4	45	18
parkinson Disease	21671840	2	14	10
parkinson Disease	21671840	2	14	10
parkinson Disease	21671840	2	14	10
parkinson Disease	21671840	3	13	10
parkinson Disease	21671840	3	13	10
parkinson Disease	21671840	3	13	10
parkinson Disease	21671840	8	25	19
parkinson Disease	21671840	8	25	19
parkinson Disease	21671840	8	25	19
parkinson Disease	21671510	2	21	8
parkinson Disease	21671509	2	12	11
parkinson Disease	21671509	2	12	11
parkinson Disease	21671509	2	12	11
parkinson Disease	21671508	2	15	9
parkinson Disease	21671508	2	15	9
parkinson Disease	21671508	2	15	9
parkinson Disease	21671508	5	22	16
parkinson Disease	21671508	5	22	16
parkinson Disease	21671508	5	22	16
parkinson Disease	21670764	2	9	1
parkinson Disease	21670077	2	8	7
parkinson Disease	21670077	2	8	7
parkinson Disease	21670077	2	8	7
parkinson Disease	21670077	3	21	6
parkinson Disease	21670077	3	21	6
parkinson Disease	21670077	3	21	6
parkinson Disease	21669496	2	10	9
parkinson Disease	21669496	2	10	9
parkinson Disease	21669496	2	10	9
parkinson Disease	21669041	3	18	1
parkinson Disease	21669041	3	18	1
parkinson Disease	21669041	3	18	1
parkinson Disease	21668692	2	8	1
parkinson Disease	21668692	2	8	1
parkinson Disease	21668692	2	8	1
parkinson Disease	21668692	2	8	4
parkinson Disease	21668692	3	27	16
