Name	DiseaseName	PMID	Sentence index	The # of total tokens	Location of token	which abbreviation
parkinson's disease	parkinson Disease	21970092	2	15	3	12
parkinson's disease	parkinson Disease	21970092	2	15	3	15
parkinson's	parkinson Disease	21970092	3	14	1	11
parkinson's disease	parkinson Disease	21970092	3	14	1	12
parkinson's disease	parkinson Disease	21970092	3	14	1	15
parkinson's	parkinson Disease	21970092	4	25	9	11
parkinson's	parkinson Disease	21970092	5	10	6	11
parkinson's disease	parkinson Disease	21970092	5	10	6	12
parkinson's disease	parkinson Disease	21970092	5	10	6	15
parkinson's	parkinson Disease	21970092	10	12	11	11
parkinson's disease	parkinson Disease	21970092	10	12	11	12
parkinson's disease	parkinson Disease	21970092	10	12	11	15
parkinson's	parkinson Disease	21970092	11	16	12	11
parkinson's disease	parkinson Disease	21970092	11	16	12	12
parkinson's disease	parkinson Disease	21970092	11	16	12	15
parkinson's	parkinson Disease	21970092	13	24	12	11
parkinson's	parkinson Disease	21970092	16	7	6	11
parkinson's disease	parkinson Disease	21970092	16	7	6	12
parkinson's disease	parkinson Disease	21970092	16	7	6	15
parkinson's	parkinson Disease	21970092	19	28	3	11
parkinson's	parkinson Disease	21969043	2	10	9	11
parkinson's disease	parkinson Disease	21969043	2	10	9	12
parkinson's disease	parkinson Disease	21969043	2	10	9	15
parkinson's	parkinson Disease	21967281	2	20	19	11
parkinson's disease	parkinson Disease	21967281	2	20	19	12
parkinson's disease	parkinson Disease	21967281	2	20	19	15
parkinson's	parkinson Disease	21967281	3	26	7	11
parkinson's disease	parkinson Disease	21967281	3	26	7	12
parkinson's disease	parkinson Disease	21967281	3	26	7	15
parkinson's	parkinson Disease	21966866	2	14	13	11
parkinson's	parkinson Disease	21966751	2	7	4	11
parkinson's	parkinson Disease	21966751	3	16	14	11
parkinson's disease	parkinson Disease	21966751	3	16	14	12
parkinson's disease	parkinson Disease	21966751	3	16	14	15
parkinson	parkinson Disease	21964848	7	17	10	20
parkinson's	parkinson Disease	21963735	2	11	10	11
parkinson's disease	parkinson Disease	21963735	2	11	10	12
parkinson's disease	parkinson Disease	21963735	2	11	10	15
parkinson's	parkinson Disease	21963735	3	31	23	11
parkinson's disease	parkinson Disease	21963735	3	31	23	12
parkinson's disease	parkinson Disease	21963735	3	31	23	15
parkinson	parkinson Disease	21963735	4	18	5	20
parkinson's	parkinson Disease	21961647	3	29	27	11
parkinson's disease	parkinson Disease	21961647	3	29	27	12
parkinson's disease	parkinson Disease	21961647	3	29	27	15
parkinson's	parkinson Disease	21961105	3	30	5	11
parkinson's	parkinson Disease	21960305	7	28	10	11
parkinson's disease	parkinson Disease	21960305	7	28	10	12
parkinson's disease	parkinson Disease	21960305	7	28	10	15
parkinson's	parkinson Disease	21960214	2	14	13	11
parkinson's disease	parkinson Disease	21960214	2	14	13	12
parkinson's disease	parkinson Disease	21960214	2	14	13	15
parkinson's	parkinson Disease	21960214	3	19	18	11
parkinson's disease	parkinson Disease	21960214	3	19	18	12
parkinson's disease	parkinson Disease	21960214	3	19	18	15
parkinson's	parkinson Disease	21960214	5	13	12	11
parkinson's disease	parkinson Disease	21960214	5	13	12	12
parkinson's disease	parkinson Disease	21960214	5	13	12	15
parkinson's	parkinson Disease	21960008	2	9	8	11
parkinson's disease	parkinson Disease	21960008	2	9	8	12
parkinson's disease	parkinson Disease	21960008	2	9	8	15
parkinson disease	parkinson Disease	21960008	3	28	5	8
parkinson disease	parkinson Disease	21960008	3	28	5	10
parkinson	parkinson Disease	21960008	3	28	5	20
parkinson disease	parkinson Disease	21959675	2	13	12	8
parkinson disease	parkinson Disease	21959675	2	13	12	10
parkinson	parkinson Disease	21959675	2	13	12	20
parkinson disease	parkinson Disease	21959675	3	17	15	8
parkinson disease	parkinson Disease	21959675	3	17	15	10
parkinson	parkinson Disease	21959675	3	17	15	20
parkinson disease	parkinson Disease	21959675	8	15	10	8
parkinson disease	parkinson Disease	21959675	8	15	10	10
parkinson	parkinson Disease	21959675	8	15	10	20
parkinson's	parkinson Disease	21959370	2	8	7	11
parkinson's disease	parkinson Disease	21959370	2	8	7	12
parkinson's disease	parkinson Disease	21959370	2	8	7	15
parkinson's	parkinson Disease	21959370	3	29	16	11
parkinson's disease	parkinson Disease	21959370	3	29	16	12
parkinson's disease	parkinson Disease	21959370	3	29	16	15
parkinson's	parkinson Disease	21959370	21	23	1	11
parkinson's disease	parkinson Disease	21959370	21	23	1	12
parkinson's disease	parkinson Disease	21959370	21	23	1	15
parkinson disease	parkinson Disease	21957415	8	33	22	8
parkinson disease	parkinson Disease	21957415	8	33	22	10
parkinson	parkinson Disease	21957415	8	33	22	20
parkinson's	parkinson Disease	21956541	2	9	4	11
parkinson's	parkinson Disease	21956541	3	20	18	11
parkinson's disease	parkinson Disease	21956541	3	20	18	12
parkinson's disease	parkinson Disease	21956541	3	20	18	15
parkinson's	parkinson Disease	21955729	2	20	19	11
parkinson's disease	parkinson Disease	21955729	2	20	19	12
parkinson's disease	parkinson Disease	21955729	2	20	19	15
parkinson's	parkinson Disease	21955729	3	27	1	11
parkinson's disease	parkinson Disease	21955729	3	27	1	12
parkinson's disease	parkinson Disease	21955729	3	27	1	15
parkinson's	parkinson Disease	21954089	2	16	11	11
parkinson's disease	parkinson Disease	21954089	2	16	11	12
parkinson's disease	parkinson Disease	21954089	2	16	11	15
parkinson disease	parkinson Disease	21954089	3	17	14	8
parkinson disease	parkinson Disease	21954089	3	17	14	10
parkinson	parkinson Disease	21954089	3	17	14	20
parkinson's	parkinson Disease	21953897	2	10	6	11
parkinson's	parkinson Disease	21953863	3	34	12	11
parkinson's	parkinson Disease	21953863	4	27	15	11
parkinson's disease	parkinson Disease	21953863	4	27	15	12
parkinson's disease	parkinson Disease	21953863	4	27	15	15
parkinson's	parkinson Disease	21953789	2	13	12	11
parkinson's disease	parkinson Disease	21953789	2	13	12	12
parkinson's disease	parkinson Disease	21953789	2	13	12	15
parkinson's	parkinson Disease	21953789	3	35	5	11
parkinson's disease	parkinson Disease	21953789	3	35	5	12
parkinson's disease	parkinson Disease	21953789	3	35	5	15
parkinson's	parkinson Disease	21953789	4	26	25	11
parkinson's disease	parkinson Disease	21953789	4	26	25	12
parkinson's disease	parkinson Disease	21953789	4	26	25	15
parkinson's	parkinson Disease	21953789	5	30	3	11
parkinson's disease	parkinson Disease	21953789	5	30	3	12
parkinson's disease	parkinson Disease	21953789	5	30	3	15
parkinson's	parkinson Disease	21953789	13	20	1	11
parkinson's disease	parkinson Disease	21953789	13	20	1	12
parkinson's disease	parkinson Disease	21953789	13	20	1	15
parkinson	parkinson Disease	21953697	4	12	2	20
parkinson disease	parkinson Disease	21953697	11	27	23	8
parkinson disease	parkinson Disease	21953697	11	27	23	10
parkinson	parkinson Disease	21953697	11	27	23	20
parkinson's	parkinson Disease	21952071	2	7	6	11
parkinson's disease	parkinson Disease	21952071	2	7	6	12
parkinson's disease	parkinson Disease	21952071	2	7	6	15
parkinson's	parkinson Disease	21952071	3	30	6	11
parkinson's disease	parkinson Disease	21952071	3	30	6	12
parkinson's disease	parkinson Disease	21952071	3	30	6	15
parkinson's	parkinson Disease	21951713	2	13	9	11
parkinson's disease	parkinson Disease	21951713	2	13	9	12
parkinson's disease	parkinson Disease	21951713	2	13	9	15
parkinson's	parkinson Disease	21951713	3	17	6	11
parkinson's disease	parkinson Disease	21951713	3	17	6	12
parkinson's disease	parkinson Disease	21951713	3	17	6	15
parkinson's	parkinson Disease	21951713	9	24	19	11
parkinson's disease	parkinson Disease	21951713	9	24	19	12
parkinson's disease	parkinson Disease	21951713	9	24	19	15
parkinson's	parkinson Disease	21951066	2	26	25	11
parkinson's disease	parkinson Disease	21951066	2	26	25	12
parkinson's disease	parkinson Disease	21951066	2	26	25	15
parkinson's	parkinson Disease	21951066	3	16	15	11
parkinson's disease	parkinson Disease	21951066	3	16	15	12
parkinson's disease	parkinson Disease	21951066	3	16	15	15
parkinson's	parkinson Disease	21951066	12	27	19	11
parkinson's disease	parkinson Disease	21951066	12	27	19	12
parkinson's disease	parkinson Disease	21951066	12	27	19	15
parkinson's	parkinson Disease	21951056	2	16	15	11
parkinson's disease	parkinson Disease	21951056	2	16	15	12
parkinson's disease	parkinson Disease	21951056	2	16	15	15
parkinson disease	parkinson Disease	21951056	3	17	5	8
parkinson disease	parkinson Disease	21951056	3	17	5	10
parkinson	parkinson Disease	21951056	3	17	5	20
idiopathic parkinson's disease	parkinson Disease	21950984	7	24	8	1
idiopathic parkinson's disease	parkinson Disease	21950984	7	24	8	2
parkinson's	parkinson Disease	21950984	7	24	9	11
parkinson's disease	parkinson Disease	21950984	7	24	9	12
parkinson's disease	parkinson Disease	21950984	7	24	9	15
parkinson's	parkinson Disease	21950984	8	35	34	11
parkinson's disease	parkinson Disease	21950984	8	35	34	12
parkinson's disease	parkinson Disease	21950984	8	35	34	15
parkinson's	parkinson Disease	21950532	2	9	8	11
parkinson's disease	parkinson Disease	21950532	2	9	8	12
parkinson's disease	parkinson Disease	21950532	2	9	8	15
parkinson's	parkinson Disease	21950532	3	38	1	11
parkinson's disease	parkinson Disease	21950532	3	38	1	12
parkinson's disease	parkinson Disease	21950532	3	38	1	15
parkinson's	parkinson Disease	21950529	2	15	7	11
parkinson's disease	parkinson Disease	21950529	2	15	7	12
parkinson's disease	parkinson Disease	21950529	2	15	7	15
parkinson's	parkinson Disease	21950529	3	23	13	11
parkinson's disease	parkinson Disease	21950529	3	23	13	12
parkinson's disease	parkinson Disease	21950529	3	23	13	15
parkinson's	parkinson Disease	21950265	3	22	21	11
parkinson's disease	parkinson Disease	21950265	3	22	21	12
parkinson's disease	parkinson Disease	21950265	3	22	21	15
parkinson's	parkinson Disease	21948915	2	10	9	11
parkinson's disease	parkinson Disease	21948915	2	10	9	12
parkinson's disease	parkinson Disease	21948915	2	10	9	15
parkinson's	parkinson Disease	21948912	2	18	13	11
parkinson's disease	parkinson Disease	21948912	2	18	13	12
parkinson's disease	parkinson Disease	21948912	2	18	13	15
parkinson's	parkinson Disease	21948911	2	14	13	11
parkinson's disease	parkinson Disease	21948911	2	14	13	12
parkinson's disease	parkinson Disease	21948911	2	14	13	15
parkinson's	parkinson Disease	21948012	9	49	43	11
parkinson's disease	parkinson Disease	21948012	9	49	43	12
parkinson's disease	parkinson Disease	21948012	9	49	43	15
parkinson	parkinson Disease	21947534	3	49	46	20
parkinson's	parkinson Disease	21946325	6	18	10	11
parkinson's disease	parkinson Disease	21946325	6	18	10	12
parkinson's disease	parkinson Disease	21946325	6	18	10	15
parkinson disease	parkinson Disease	21945983	2	5	4	8
parkinson disease	parkinson Disease	21945983	2	5	4	10
parkinson	parkinson Disease	21945983	2	5	4	20
parkinson disease	parkinson Disease	21945983	3	34	32	8
parkinson disease	parkinson Disease	21945983	3	34	32	10
parkinson	parkinson Disease	21945983	3	34	32	20
parkinson disease	parkinson Disease	21941841	13	35	17	8
parkinson disease	parkinson Disease	21941841	13	35	17	10
parkinson	parkinson Disease	21941841	13	35	17	20
parkinson disease	parkinson Disease	21940621	3	24	16	8
parkinson disease	parkinson Disease	21940621	3	24	16	10
parkinson	parkinson Disease	21940621	3	24	16	20
parkinson disease	parkinson Disease	21940614	3	42	7	8
parkinson disease	parkinson Disease	21940614	3	42	7	10
parkinson	parkinson Disease	21940614	3	42	7	20
parkinson's	parkinson Disease	21939547	2	20	19	11
parkinson's disease	parkinson Disease	21939547	2	20	19	12
parkinson's disease	parkinson Disease	21939547	2	20	19	15
parkinson's	parkinson Disease	21939547	3	37	6	11
parkinson's disease	parkinson Disease	21939547	3	37	6	12
parkinson's disease	parkinson Disease	21939547	3	37	6	15
parkinson disease	parkinson Disease	21937912	3	18	10	8
parkinson disease	parkinson Disease	21937912	3	18	10	10
parkinson	parkinson Disease	21937912	3	18	10	20
parkinson disease	parkinson Disease	21936964	5	37	36	8
parkinson disease	parkinson Disease	21936964	5	37	36	10
parkinson	parkinson Disease	21936964	5	37	36	20
parkinson's	parkinson Disease	21936884	2	13	8	11
parkinson's disease	parkinson Disease	21936884	2	13	8	12
parkinson's disease	parkinson Disease	21936884	2	13	8	15
parkinson's	parkinson Disease	21936884	3	16	1	11
parkinson's disease	parkinson Disease	21936884	3	16	1	12
parkinson's disease	parkinson Disease	21936884	3	16	1	15
parkinson's	parkinson Disease	21934376	4	39	34	11
parkinson's	parkinson Disease	21934373	2	11	7	11
parkinson's	parkinson Disease	21934373	3	23	12	11
parkinson's disease	parkinson Disease	21934373	3	23	12	12
parkinson's disease	parkinson Disease	21934373	3	23	12	15
parkinson disease	parkinson Disease	21934364	2	16	15	8
parkinson disease	parkinson Disease	21934364	2	16	15	10
parkinson	parkinson Disease	21934364	2	16	15	20
parkinson disease	parkinson Disease	21934364	3	23	21	8
parkinson disease	parkinson Disease	21934364	3	23	21	10
parkinson	parkinson Disease	21934364	3	23	21	20
parkinson's	parkinson Disease	21931820	2	10	5	11
parkinson's	parkinson Disease	21931820	3	20	1	11
parkinson's disease	parkinson Disease	21931820	3	20	1	12
parkinson's disease	parkinson Disease	21931820	3	20	1	15
parkinson	parkinson Disease	21931353	2	6	5	20
parkinson	parkinson Disease	21931347	2	17	1	20
parkinson	parkinson Disease	21930938	4	18	4	20
parkinson's	parkinson Disease	21930414	3	17	1	11
parkinson's disease	parkinson Disease	21930414	3	17	1	12
parkinson's disease	parkinson Disease	21930414	3	17	1	15
parkinson	parkinson Disease	21930184	2	6	2	20
parkinson	parkinson Disease	21930184	3	44	2	20
parkinson's	parkinson Disease	21928905	2	7	6	11
parkinson's disease	parkinson Disease	21928905	2	7	6	12
parkinson's disease	parkinson Disease	21928905	2	7	6	15
parkinson's	parkinson Disease	21928905	4	31	10	11
parkinson's disease	parkinson Disease	21928905	4	31	10	12
parkinson's disease	parkinson Disease	21928905	4	31	10	15
parkinson's	parkinson Disease	21925152	2	16	15	11
parkinson's disease	parkinson Disease	21925152	2	16	15	12
parkinson's disease	parkinson Disease	21925152	2	16	15	15
parkinson's	parkinson Disease	21925152	3	27	2	11
parkinson's disease	parkinson Disease	21925152	3	27	2	12
parkinson's disease	parkinson Disease	21925152	3	27	2	15
parkinson's	parkinson Disease	21925152	13	20	19	11
parkinson's disease	parkinson Disease	21925152	13	20	19	12
parkinson's disease	parkinson Disease	21925152	13	20	19	15
parkinson's	parkinson Disease	21924950	2	15	9	11
parkinson's disease	parkinson Disease	21924950	2	15	9	12
parkinson's disease	parkinson Disease	21924950	2	15	9	15
parkinson's	parkinson Disease	21924950	3	33	25	11
parkinson's disease	parkinson Disease	21924950	3	33	25	12
parkinson's disease	parkinson Disease	21924950	3	33	25	15
parkinson disease	parkinson Disease	21924367	2	16	15	8
parkinson disease	parkinson Disease	21924367	2	16	15	10
parkinson	parkinson Disease	21924367	2	16	15	20
parkinson disease	parkinson Disease	21924367	3	46	1	8
parkinson disease	parkinson Disease	21924367	3	46	1	10
parkinson	parkinson Disease	21924367	3	46	1	20
parkinson	parkinson Disease	21922512	11	32	26	20
parkinson's	parkinson Disease	21921840	2	15	14	11
parkinson's disease	parkinson Disease	21921840	2	15	14	12
parkinson's disease	parkinson Disease	21921840	2	15	14	15
parkinson's	parkinson Disease	21921840	3	17	1	11
parkinson's disease	parkinson Disease	21921840	3	17	1	12
parkinson's disease	parkinson Disease	21921840	3	17	1	15
parkinson's	parkinson Disease	21921840	5	24	12	11
parkinson's disease	parkinson Disease	21921840	5	24	12	12
parkinson's disease	parkinson Disease	21921840	5	24	12	15
parkinson disease	parkinson Disease	21921694	3	25	19	8
parkinson disease	parkinson Disease	21921694	3	25	19	10
parkinson	parkinson Disease	21921694	3	25	19	20
parkinson's	parkinson Disease	21921019	2	10	9	11
parkinson's disease	parkinson Disease	21921019	2	10	9	12
parkinson's disease	parkinson Disease	21921019	2	10	9	15
parkinson's	parkinson Disease	21921019	3	59	8	11
parkinson's disease	parkinson Disease	21921019	3	59	8	12
parkinson's disease	parkinson Disease	21921019	3	59	8	15
parkinson's	parkinson Disease	21921019	6	31	15	11
parkinson's disease	parkinson Disease	21921019	6	31	15	12
parkinson's disease	parkinson Disease	21921019	6	31	15	15
parkinson's	parkinson Disease	21921019	15	50	16	11
parkinson's	parkinson Disease	21921011	2	2	1	11
parkinson's	parkinson Disease	21919541	2	13	12	11
parkinson's disease	parkinson Disease	21919541	2	13	12	12
parkinson's disease	parkinson Disease	21919541	2	13	12	15
parkinson's	parkinson Disease	21919541	3	28	5	11
parkinson's disease	parkinson Disease	21919541	3	28	5	12
parkinson's disease	parkinson Disease	21919541	3	28	5	15
parkinson's	parkinson Disease	21917799	6	29	10	11
parkinson's disease	parkinson Disease	21917799	6	29	10	12
parkinson's disease	parkinson Disease	21917799	6	29	10	15
parkinson's	parkinson Disease	21917799	10	28	10	11
parkinson's disease	parkinson Disease	21917799	10	28	10	12
parkinson's disease	parkinson Disease	21917799	10	28	10	15
parkinson	parkinson Disease	21917774	2	10	4	20
parkinson disease	parkinson Disease	21917769	2	10	8	8
parkinson disease	parkinson Disease	21917769	2	10	8	10
parkinson	parkinson Disease	21917769	2	10	8	20
parkinson disease	parkinson Disease	21917769	4	23	21	8
